name	F type	FIA type	FIB type	IncF RST
AP019532	F-	A-	B-	F-:A-:B-
AP019534	F-	A-	B-	F-:A-:B-
AP019544	F-	A-	B-	F-:A-:B-
AP019546	F-	A-	B-	F-:A-:B-
AP019549	F-	A-	B-	F-:A-:B-
AP019550	F-	A-	B-	F-:A-:B-
AP019554	F-	A-	B-	F-:A-:B-
AP019555	F-	A-	B-	F-:A-:B-
AP019556	F-	A-	B-	F-:A-:B-
AP019557	F-	A-	B-	F-:A-:B-
AP019564	F-	A-	B-	F-:A-:B-
AP019622	F-	A-	B-	F-:A-:B-
AP019631	F-	A-	B-	F-:A-:B-
AP019633	F-	A-	B-	F-:A-:B-
AP019636	F-	A-	B-	F-:A-:B-
AP019666	F-	A-	B-	F-:A-:B-
AP019667	F-	A-	B-	F-:A-:B-
AP019668	F-	A13	B-	F-:A13:B-
AP019678	F-	A-	B-	F-:A-:B-
AP019679	F-	A-	B-	F-:A-:B-
AP019680	F-	A-	B-	F-:A-:B-
AP019681	F-	A-	B-	F-:A-:B-
AP019683	F-	A-	B-	F-:A-:B-
AP019686	F-	A-	B-	F-:A-:B-
AP019688	F-	A-	B-	F-:A-:B-
AP019689	F-	A-	B-	F-:A-:B-
AP019691	F-	A-	B-	F-:A-:B-
AP019693	F-	A-	B-	F-:A-:B-
AP019694	F-	A-	B-	F-:A-:B-
AP019699	F-	A-	B-	F-:A-:B-
AP019704	F-	A-	B11	F-:A-:B11
AP019707	F-	A-	B11	F-:A-:B11
AP019709	F-	A-	B11	F-:A-:B11
AP019710	F-	A-	B-	F-:A-:B-
AP019715	F-	A-	B-	F-:A-:B-
AP019718	F-	A-	B-	F-:A-:B-
AP019719	F-	A-	B-	F-:A-:B-
AP019722	F-	A-	B-	F-:A-:B-
AP019725	F-	A-	B-	F-:A-:B-
AP019726	F-	A-	B-	F-:A-:B-
AP019727	F-	A-	B-	F-:A-:B-
AP019728	F-	A-	B-	F-:A-:B-
AP019732	F-	A-	B-	F-:A-:B-
AP019733	F-	A-	B-	F-:A-:B-
AP019741	F-	A-	B-	F-:A-:B-
AP019742	F-	A-	B-	F-:A-:B-
AP019743	F-	A-	B-	F-:A-:B-
AP019744	F-	A-	B-	F-:A-:B-
AP019745	F-	A-	B-	F-:A-:B-
AP019746	F-	A-	B-	F-:A-:B-
AP019747	F-	A-	B-	F-:A-:B-
AP019748	F-	A-	B-	F-:A-:B-
AP019752	F-	A-	B-	F-:A-:B-
AP019756	F-	A-	B-	F-:A-:B-
AP019762	F-	A-	B-	F-:A-:B-
AP019764	F-	A-	B-	F-:A-:B-
AP019765	F-	A-	B-	F-:A-:B-
AP019766	F-	A-	B-	F-:A-:B-
AP019767	F-	A-	B-	F-:A-:B-
AP019768	F-	A-	B-	F-:A-:B-
AP019775	F-	A-	B-	F-:A-:B-
AP019776	F-	A-	B-	F-:A-:B-
AP019793	F-	A-	B-	F-:A-:B-
AP019795	F-	A-	B-	F-:A-:B-
AP019800	F-	A-	B-	F-:A-:B-
AP019802	F-	A-	B-	F-:A-:B-
AP019824	F-	A-	B-	F-:A-:B-
AP019825	F-	A-	B-	F-:A-:B-
AP019826	F-	A-	B-	F-:A-:B-
AP019828	F-	A-	B-	F-:A-:B-
AP019830	F-	A-	B-	F-:A-:B-
AP019832	F-	A-	B-	F-:A-:B-
AP019833	F-	A-	B-	F-:A-:B-
AP019836	F-	A-	B-	F-:A-:B-
AP019837	F-	A-	B-	F-:A-:B-
AP019838	F-	A-	B-	F-:A-:B-
AP019839	F-	A-	B-	F-:A-:B-
AP019842	F-	A-	B-	F-:A-:B-
AP019843	F-	A-	B-	F-:A-:B-
AP019844	F-	A-	B-	F-:A-:B-
AP019847	F-	A-	B-	F-:A-:B-
AP019848	F-	A-	B-	F-:A-:B-
AP019854	F-	A-	B-	F-:A-:B-
AP019855	F-	A-	B-	F-:A-:B-
AP019857	F-	A-	B-	F-:A-:B-
AP019858	F-	A-	B-	F-:A-:B-
AP019859	F-	A-	B-	F-:A-:B-
AP020312	F-	A-	B-	F-:A-:B-
AP020314	F-	A-	B-	F-:A-:B-
AP020317	F-	A-	B-	F-:A-:B-
AP020319	F-	A-	B-	F-:A-:B-
AP020321	F-	A-	B-	F-:A-:B-
AP020323	F-	A-	B-	F-:A-:B-
AP020325	F-	A-	B-	F-:A-:B-
AP020327	F-	A-	B-	F-:A-:B-
AP020328	F-	A-	B-	F-:A-:B-
AP020329	F-	A-	B-	F-:A-:B-
AP021845	F-	A-	B-	F-:A-:B-
AP021850	F-	A-	B-	F-:A-:B-
AP021851	F-	A-	B-	F-:A-:B-
AP021852	F-	A-	B-	F-:A-:B-
AP021860	F-	A-	B-	F-:A-:B-
AP021877	F-	A-	B-	F-:A-:B-
AP021878	F-	A-	B-	F-:A-:B-
AY004211	F-	A-	B-	F-:A-:B-
AY026767	F-	A-	B-	F-:A-:B-
AY027524	F-	A-	B-	F-:A-:B-
AY028316	F-	A-	B-	F-:A-:B-
AY033392	F-	A-	B-	F-:A-:B-
AY033498	F-	A-	B-	F-:A-:B-
AY033516	F-	A-	B-	F-:A-:B-
AY034092	F-	A-	B-	F-:A-:B-
AY043298	F-	A-	B-	F-:A-:B-
AY043299	F-	A-	B-	F-:A-:B-
AY046276	F-	A-	B-	F-:A-:B-
AY048596	F-	A-	B-	F-:A-:B-
AY048853	F-	A-	B-	F-:A-:B-
AY056023	F-	A-	B-	F-:A-:B-
AY057845	F-	A-	B-	F-:A-:B-
AY061891	F-	A-	B-	F-:A-:B-
AY066026	F-	A-	B-	F-:A-:B-
AY079086	F-	A-	B-	F-:A-:B-
AY079199	F-	A-	B-	F-:A-:B-
AY079200	F-	A-	B-	F-:A-:B-
AY079201	F-	A-	B-	F-:A-:B-
AY082384	F-	A-	B-	F-:A-:B-
AY092027	F-	A-	B-	F-:A-:B-
AY096004	F-	A-	B-	F-:A-:B-
AY096005	F-	A-	B-	F-:A-:B-
AY100628	F-	A-	B-	F-:A-:B-
AY100633	F-	A-	B-	F-:A-:B-
AY112722	F-	A-	B-	F-:A-:B-
AY112723	F-	A-	B-	F-:A-:B-
AY112724	F-	A-	B-	F-:A-:B-
AY123045	F-	A-	B-	F-:A-:B-
AY123046	F-	A-	B-	F-:A-:B-
AY123047	F-	A-	B-	F-:A-:B-
AY125331	F-	A-	B-	F-:A-:B-
AY126018	F-	A-	B-	F-:A-:B-
AY138808	F-	A-	B-	F-:A-:B-
AY138809	F-	A-	B-	F-:A-:B-
AY150274	F-	A-	B-	F-:A-:B-
AY150843	F-	A-	B-	F-:A-:B-
AY167049	F-	A-	B-	F-:A-:B-
AY167745	F-	A-	B-	F-:A-:B-
AY171301	F-	A-	B-	F-:A-:B-
AY172684	F-	A-	B-	F-:A-:B-
AY172685	F-	A-	B-	F-:A-:B-
AY172687	F-	A-	B-	F-:A-:B-
AY178757	F-	A-	B-	F-:A-:B-
AY178821	F-	A-	B-	F-:A-:B-
AY208917	F-	A-	B-	F-:A-:B-
AY210701	F-	A-	B-	F-:A-:B-
AY211023	F-	A-	B-	F-:A-:B-
AY223810	F-	A-	B-	F-:A-:B-
AY225511	F-	A-	B-	F-:A-:B-
AY228335	F-	A-	B-	F-:A-:B-
AY230134	F-	A-	B-	F-:A-:B-
AY230888	F-	A-	B1	F-:A-:B1
AY232670	F-	A-	B-	F-:A-:B-
AY232671	F-	A-	B-	F-:A-:B-
AY250830	F-	A-	B-	F-:A-:B-
AY255627	F-	A-	B-	F-:A-:B-
AY255829	F-	A-	B-	F-:A-:B-
AY256846	F-	A-	B-	F-:A-:B-
AY257538	F-	A-	B-	F-:A-:B-
AY258503	F-	A-	B14	F-:A-:B14
AY263990	F-	A-	B-	F-:A-:B-
AY266269	F-	A-	B-	F-:A-:B-
AY267368	F-	A-	B-	F-:A-:B-
AY270152	F-	A-	B-	F-:A-:B-
AY271828	F-	A-	B-	F-:A-:B-
AY271829	F-	A-	B-	F-:A-:B-
AY277637	F-	A-	B-	F-:A-:B-
AY297818	F-	A-	B-	F-:A-:B-
AY300023	F-	A-	B-	F-:A-:B-
AY301063	F-	A-	B-	F-:A-:B-
AY301064	F-	A-	B-	F-:A-:B-
AY301065	F-	A-	B-	F-:A-:B-
AY312234	F-	A-	B-	F-:A-:B-
AY312235	F-	A-	B-	F-:A-:B-
AY312585	F-	A-	B-	F-:A-:B-
AY316746	F-	A-	B-	F-:A-:B-
AY316747	F-	A-	B-	F-:A-:B-
AY325804	F-	A-	B-	F-:A-:B-
AY333433	F-	A-	B-	F-:A-:B-
AY333434	F-	A1	B1	F-:A1:B1
AY342395	F-	A-	B-	F-:A-:B-
AY350745	F-	A-	B-	F-:A-:B-
AY355285	F-	A-	B-	F-:A-:B-
AY357120	F-	A-	B-	F-:A-:B-
AY359464	F-	A-	B-	F-:A-:B-
AY360321	F-	A-	B-	F-:A-:B-
AY362554	F-	A-	B-	F-:A-:B-
AY365053	F-	A-	B-	F-:A-:B-
AY373761	F-	A-	B-	F-:A-:B-
AY378100	F-	A-	B-	F-:A-:B-
AY386314	F-	A-	B-	F-:A-:B-
AY394560	F-	A-	B-	F-:A-:B-
AY394561	F-	A-	B-	F-:A-:B-
AY422214	F-	A-	B-	F-:A-:B-
AY422215	F-	A-	B-	F-:A-:B-
AY422720	F-	A-	B-	F-:A-:B-
AY423627	F-	A-	B-	F-:A-:B-
AY423628	F-	A-	B-	F-:A-:B-
AY424310	F-	A-	B-	F-:A-:B-
AY425961	F-	A-	B-	F-:A-:B-
AY434675	F-	A-	B-	F-:A-:B-
AY438025	F-	A-	B-	F-:A-:B-
AY442931	F-	A-	B-	F-:A-:B-
AY465897	F-	A-	B-	F-:A-:B-
AY509004	F-	A-	B-	F-:A-:B-
AY513488	F-	A-	B-	F-:A-:B-
AY522431	F-	A-	B-	F-:A-:B-
AY528560	F-	A-	B-	F-:A-:B-
AY532623	F-	A-	B-	F-:A-:B-
AY540995	F-	A-	B-	F-:A-:B-
AY541809	F-	A-	B-	F-:A-:B-
AY543071	F-	A-	B-	F-:A-:B-
AY543072	F-	A-	B-	F-:A-:B-
AY546103	F-	A-	B-	F-:A-:B-
AY584531	F-	A-	B-	F-:A-:B-
AY589570	F-	A-	B-	F-:A-:B-
AY589571	F-	A-	B-	F-:A-:B-
AY603979	F-	A-	B-	F-:A-:B-
AY603980	F-	A-	B-	F-:A-:B-
AY603981	F-	A-	B-	F-:A-:B-
AY603982	F-	A-	B-	F-:A-:B-
AY603983	F-	A-	B-	F-:A-:B-
AY608912	F-	A-	B-	F-:A-:B-
AY639886	F-	A-	B-	F-:A-:B-
AY641454	F-	A-	B-	F-:A-:B-
AY647243	F-	A-	B-	F-:A-:B-
AY648561	F-	A-	B-	F-:A-:B-
AY648696	F-	A-	B-	F-:A-:B-
AY662330	F-	A-	B-	F-:A-:B-
AY662331	F-	A-	B-	F-:A-:B-
AY673957	F-	A-	B-	F-:A-:B-
AY673958	F-	A-	B-	F-:A-:B-
AY673959	F-	A-	B-	F-:A-:B-
AY673960	F-	A-	B-	F-:A-:B-
AY714214	F-	A-	B-	F-:A-:B-
AY737645	F-	A-	B-	F-:A-:B-
AY780631	F-	A-	B-	F-:A-:B-
AY780632	F-	A-	B-	F-:A-:B-
AY787146	F-	A-	B-	F-:A-:B-
AY789019	F-	A-	B-	F-:A-:B-
AY790924	F-	A-	B-	F-:A-:B-
AY822042	F-	A-	B-	F-:A-:B-
AY836798	F-	A-	B-	F-:A-:B-
AY849557	F-	A-	B-	F-:A-:B-
AY855841	F-	A-	B-	F-:A-:B-
AY858987	F-	A-	B-	F-:A-:B-
AY860110	F-	A-	B-	F-:A-:B-
AY862141	F-	A-	B-	F-:A-:B-
AY862435	F-	A-	B-	F-:A-:B-
AY862436	F-	A-	B-	F-:A-:B-
AY876057	F-	A-	B-	F-:A-:B-
AY887963	F-	A-	B-	F-:A-:B-
AY907345	F-	A-	B-	F-:A-:B-
AY913943	F-	A-	B-	F-:A-:B-
AY917098	F-	A-	B-	F-:A-:B-
AY929248	F-	A-	B-	F-:A-:B-
AY941098	F-	A-	B-	F-:A-:B-
AY941099	F-	A-	B-	F-:A-:B-
AY943952	F-	A-	B-	F-:A-:B-
AY943953	F-	A-	B-	F-:A-:B-
AY948116	F-	A-	B-	F-:A-:B-
AY948117	F-	A-	B-	F-:A-:B-
AY950444	F-	A-	B-	F-:A-:B-
AY951984	F-	A-	B-	F-:A-:B-
AY951985	F-	A-	B-	F-:A-:B-
AY995189	F-	A-	B-	F-:A-:B-
BA000013	F-	A-	B-	F-:A-:B-
BN000925	F-	A-	B-	F-:A-:B-
BR000038	F-	A-	B-	F-:A-:B-
BX571858	F-	A-	B-	F-:A-:B-
BX571964	F-	A-	B-	F-:A-:B-
BX649209	F-	A-	B-	F-:A-:B-
BX664015	F-	A-	B-	F-:A-:B-
BX936400	F-	A-	B-	F-:A-:B-
CP000004	F-	A-	B-	F-:A-:B-
CP000005	F-	A-	B-	F-:A-:B-
CP000006	F-	A-	B-	F-:A-:B-
CP000007	F-	A-	B-	F-:A-:B-
CP000008	F-	A-	B-	F-:A-:B-
CP000014	F-	A-	B-	F-:A-:B-
CP000015	F-	A-	B-	F-:A-:B-
CP000019	F-	A-	B-	F-:A-:B-
CP000022	F-	A-	B-	F-:A-:B-
CP000028	F-	A-	B-	F-:A-:B-
CP000041	F-	A-	B-	F-:A-:B-
CP000042	F-	A-	B-	F-:A-:B-
CP000043	F-	A-	B-	F-:A-:B-
CP000044	F-	A-	B-	F-:A-:B-
CP000045	F-	A-	B-	F-:A-:B-
CP000047	F-	A-	B-	F-:A-:B-
CP000052	F-	A-	B-	F-:A-:B-
CP000054	F-	A-	B-	F-:A-:B-
CP000055	F-	A-	B-	F-:A-:B-
CP000059	F-	A-	B-	F-:A-:B-
CP000060	F-	A-	B-	F-:A-:B-
CP000062	F-	A-	B-	F-:A-:B-
CP000063	F-	A-	B-	F-:A-:B-
CP000064	F-	A-	B-	F-:A-:B-
CP000065	F-	A-	B-	F-:A-:B-
CP000093	F-	A-	B-	F-:A-:B-
CP000101	F-	A-	B-	F-:A-:B-
CP000104	F-	A-	B-	F-:A-:B-
CP000105	F-	A-	B-	F-:A-:B-
CP000106	F-	A-	B-	F-:A-:B-
CP000119	F-	A-	B-	F-:A-:B-
CP000120	F-	A-	B-	F-:A-:B-
CP000121	F-	A-	B-	F-:A-:B-
CP000126	F-	A-	B-	F-:A-:B-
CP000134	F-	A-	B-	F-:A-:B-
CP000135	F-	A-	B-	F-:A-:B-
CP000136	F-	A-	B-	F-:A-:B-
CP000145	F-	A-	B-	F-:A-:B-
CP000146	F-	A-	B-	F-:A-:B-
CP000147	F-	A-	B-	F-:A-:B-
CP000149	F-	A-	B-	F-:A-:B-
CP000160	F-	A-	B-	F-:A-:B-
CP000228	F-	A-	B-	F-:A-:B-
CP000229	F-	A-	B-	F-:A-:B-
CP000231	F-	A-	B-	F-:A-:B-
CP000234	F-	A-	B-	F-:A-:B-
CP000242	F-	A-	B-	F-:A-:B-
CP000256	F-	A-	B-	F-:A-:B-
CP000257	F-	A-	B-	F-:A-:B-
CP000258	F-	A-	B-	F-:A-:B-
CP000265	F-	A-	B-	F-:A-:B-
CP000268	F-	A-	B-	F-:A-:B-
CP000273	F-	A-	B-	F-:A-:B-
CP000274	F-	A-	B-	F-:A-:B-
CP000275	F-	A-	B-	F-:A-:B-
CP000276	F-	A-	B-	F-:A-:B-
CP000277	F-	A-	B-	F-:A-:B-
CP000278	F-	A-	B-	F-:A-:B-
CP000279	F-	A-	B-	F-:A-:B-
CP000280	F-	A-	B-	F-:A-:B-
CP000281	F-	A-	B-	F-:A-:B-
CP000306	F-	A-	B-	F-:A-:B-
CP000307	F-	A-	B-	F-:A-:B-
CP000309	F-	A-	B-	F-:A-:B-
CP000310	F-	A-	B-	F-:A-:B-
CP000313	F-	A-	B-	F-:A-:B-
CP000314	F-	A-	B-	F-:A-:B-
CP000317	F-	A-	B-	F-:A-:B-
CP000318	F-	A-	B-	F-:A-:B-
CP000320	F-	A-	B-	F-:A-:B-
CP000321	F-	A-	B-	F-:A-:B-
CP000322	F-	A-	B-	F-:A-:B-
CP000324	F-	A-	B-	F-:A-:B-
CP000354	F-	A-	B-	F-:A-:B-
CP000355	F-	A-	B-	F-:A-:B-
CP000357	F-	A-	B-	F-:A-:B-
CP000375	F-	A-	B-	F-:A-:B-
CP000385	F-	A-	B-	F-:A-:B-
CP000389	F-	A-	B-	F-:A-:B-
CP000391	F-	A-	B-	F-:A-:B-
CP000392	F-	A-	B-	F-:A-:B-
CP000396	F-	A-	B-	F-:A-:B-
CP000397	F-	A-	B-	F-:A-:B-
CP000398	F-	A-	B-	F-:A-:B-
CP000399	F-	A-	B-	F-:A-:B-
CP000400	F-	A-	B-	F-:A-:B-
CP000401	F-	A-	B-	F-:A-:B-
CP000402	F-	A-	B-	F-:A-:B-
CP000403	F-	A-	B-	F-:A-:B-
CP000404	F-	A-	B-	F-:A-:B-
CP000405	F-	A-	B-	F-:A-:B-
CP000406	F-	A-	B-	F-:A-:B-
CP000415	F-	A-	B-	F-:A-:B-
CP000417	F-	A-	B-	F-:A-:B-
CP000418	F-	A-	B-	F-:A-:B-
CP000420	F-	A-	B-	F-:A-:B-
CP000421	F-	A-	B-	F-:A-:B-
CP000424	F-	A-	B-	F-:A-:B-
CP000426	F-	A-	B-	F-:A-:B-
CP000427	F-	A-	B-	F-:A-:B-
CP000428	F-	A-	B-	F-:A-:B-
CP000429	F-	A-	B-	F-:A-:B-
CP000430	F-	A-	B-	F-:A-:B-
CP000434	F-	A-	B-	F-:A-:B-
CP000443	F-	A-	B-	F-:A-:B-
CP000445	F-	A-	B-	F-:A-:B-
CP000451	F-	A-	B-	F-:A-:B-
CP000452	F-	A-	B-	F-:A-:B-
CP000455	F-	A-	B-	F-:A-:B-
CP000456	F-	A-	B-	F-:A-:B-
CP000457	F-	A-	B-	F-:A-:B-
CP000461	F-	A-	B-	F-:A-:B-
CP000464	F-	A-	B-	F-:A-:B-
CP000465	F-	A-	B-	F-:A-:B-
CP000466	F-	A-	B-	F-:A-:B-
CP000467	F-	A-	B-	F-:A-:B-
CP000470	F-	A-	B-	F-:A-:B-
CP000475	F-	A-	B-	F-:A-:B-
CP000476	F-	A-	B-	F-:A-:B-
CP000483	F-	A-	B-	F-:A-:B-
CP000484	F-	A-	B-	F-:A-:B-
CP000486	F-	A-	B-	F-:A-:B-
CP000495	F-	A-	B-	F-:A-:B-
CP000508	F-	A-	B-	F-:A-:B-
CP000515	F-	A-	B-	F-:A-:B-
CP000516	F-	A-	B-	F-:A-:B-
CP000519	F-	A-	B-	F-:A-:B-
CP000520	F-	A-	B-	F-:A-:B-
CP000522	F-	A-	B-	F-:A-:B-
CP000523	F-	A-	B-	F-:A-:B-
CP000528	F-	A-	B-	F-:A-:B-
CP000530	F-	A-	B-	F-:A-:B-
CP000531	F-	A-	B-	F-:A-:B-
CP000532	F-	A-	B-	F-:A-:B-
CP000533	F-	A-	B-	F-:A-:B-
CP000534	F-	A-	B-	F-:A-:B-
CP000535	F-	A-	B-	F-:A-:B-
CP000536	F-	A-	B-	F-:A-:B-
CP000537	F-	A-	B-	F-:A-:B-
CP000540	F-	A-	B-	F-:A-:B-
CP000541	F-	A-	B-	F-:A-:B-
CP000543	F-	A-	B-	F-:A-:B-
CP000550	F-	A-	B-	F-:A-:B-
CP000558	F-	A-	B-	F-:A-:B-
CP000564	F-	A-	B-	F-:A-:B-
CP000565	F-	A-	B-	F-:A-:B-
CP000566	F-	A-	B-	F-:A-:B-
CP000567	F-	A-	B-	F-:A-:B-
CP000579	F-	A-	B-	F-:A-:B-
CP000602	F-	A-	B-	F-:A-:B-
CP000603	F-	A-	B-	F-:A-:B-
CP000604	F-	A-	B-	F-:A-:B-
CP000617	F-	A-	B-	F-:A-:B-
CP000618	F-	A-	B-	F-:A-:B-
CP000619	F-	A-	B-	F-:A-:B-
CP000620	F-	A-	B-	F-:A-:B-
CP000621	F-	A-	B-	F-:A-:B-
CP000630	F-	A-	B-	F-:A-:B-
CP000631	F-	A-	B-	F-:A-:B-
CP000632	F-	A-	B-	F-:A-:B-
CP000635	F-	A-	B-	F-:A-:B-
CP000636	F-	A-	B-	F-:A-:B-
CP000637	F-	A-	B-	F-:A-:B-
CP000639	F-	A-	B-	F-:A-:B-
CP000640	F-	A-	B-	F-:A-:B-
CP000641	F-	A-	B-	F-:A-:B-
CP000642	F-	A-	B-	F-:A-:B-
CP000643	F-	A-	B-	F-:A-:B-
CP000645	F-	A-	B-	F-:A-:B-
CP000646	F-	A-	B-	F-:A-:B-
CP000650	F-	A-	B-	F-:A-:B-
CP000651	F-	A-	B-	F-:A-:B-
CP000652	F-	A-	B-	F-:A-:B-
CP000654	F-	A-	B-	F-:A-:B-
CP000657	F-	A-	B-	F-:A-:B-
CP000658	F-	A-	B-	F-:A-:B-
CP000659	F-	A-	B-	F-:A-:B-
CP000663	F-	A-	B-	F-:A-:B-
CP000664	F-	A-	B-	F-:A-:B-
CP000665	F-	A-	B-	F-:A-:B-
CP000666	F-	A-	B-	F-:A-:B-
CP000674	F-	A-	B-	F-:A-:B-
CP000676	F-	A-	B-	F-:A-:B-
CP000684	F-	A-	B-	F-:A-:B-
CP000689	F-	A-	B-	F-:A-:B-
CP000690	F-	A-	B-	F-:A-:B-
CP000691	F-	A-	B-	F-:A-:B-
CP000692	F-	A-	B-	F-:A-:B-
CP000693	F-	A-	B-	F-:A-:B-
CP000694	F-	A-	B-	F-:A-:B-
CP000695	F-	A-	B-	F-:A-:B-
CP000696	F-	A-	B-	F-:A-:B-
CP000700	F-	A-	B-	F-:A-:B-
CP000701	F-	A-	B-	F-:A-:B-
CP000704	F-	A-	B-	F-:A-:B-
CP000710	F-	A-	B-	F-:A-:B-
CP000714	F-	A-	B-	F-:A-:B-
CP000715	F-	A-	B-	F-:A-:B-
CP000718	F-	A-	B-	F-:A-:B-
CP000719	F-	A-	B-	F-:A-:B-
CP000723	F-	A-	B-	F-:A-:B-
CP000729	F-	A-	B-	F-:A-:B-
CP000731	F-	A-	B-	F-:A-:B-
CP000732	F-	A-	B-	F-:A-:B-
CP000735	F-	A-	B-	F-:A-:B-
CP000737	F-	A-	B-	F-:A-:B-
CP000741	F-	A-	B-	F-:A-:B-
CP000748	F-	A-	B-	F-:A-:B-
CP000751	F-	A-	B-	F-:A-:B-
CP000752	F-	A-	B-	F-:A-:B-
CP000754	F-	A-	B-	F-:A-:B-
CP000755	F-	A-	B-	F-:A-:B-
CP000756	F-	A-	B-	F-:A-:B-
CP000757	F-	A-	B-	F-:A-:B-
CP000760	F-	A-	B-	F-:A-:B-
CP000761	F-	A-	B-	F-:A-:B-
CP000762	F-	A-	B-	F-:A-:B-
CP000763	F-	A-	B-	F-:A-:B-
CP000765	F-	A-	B-	F-:A-:B-
CP000775	F-	A-	B-	F-:A-:B-
CP000779	F-	A-	B-	F-:A-:B-
CP000782	F-	A-	B-	F-:A-:B-
CP000784	F-	A-	B-	F-:A-:B-
CP000785	F-	A-	B-	F-:A-:B-
CP000788	F-	A-	B-	F-:A-:B-
CP000791	F-	A-	B-	F-:A-:B-
CP000793	F-	A-	B-	F-:A-:B-
CP000794	F-	A-	B-	F-:A-:B-
CP000797	F-	A-	B-	F-:A-:B-
CP000798	F-	A-	B-	F-:A-:B-
CP000801	F-	A-	B-	F-:A-:B-
CP000808	F-	A-	B-	F-:A-:B-
CP000809	F-	A-	B-	F-:A-:B-
CP000810	F-	A-	B-	F-:A-:B-
CP000811	F-	A-	B-	F-:A-:B-
CP000818	F-	A-	B-	F-:A-:B-
CP000823	F-	A-	B-	F-:A-:B-
CP000824	F-	A-	B-	F-:A-:B-
CP000827	F-	A-	B-	F-:A-:B-
CP000831	F-	A-	B-	F-:A-:B-
CP000832	F-	A-	B-	F-:A-:B-
CP000833	F-	A-	B-	F-:A-:B-
CP000834	F-	A-	B-	F-:A-:B-
CP000835	F-	A-	B-	F-:A-:B-
CP000838	F-	A-	B-	F-:A-:B-
CP000839	F-	A-	B-	F-:A-:B-
CP000840	F-	A-	B-	F-:A-:B-
CP000841	F-	A-	B-	F-:A-:B-
CP000842	F-	A-	B-	F-:A-:B-
CP000843	F-	A-	B-	F-:A-:B-
CP000844	F-	A-	B-	F-:A-:B-
CP000845	F-	A-	B-	F-:A-:B-
CP000846	F-	A-	B-	F-:A-:B-
CP000856	F-	A-	B-	F-:A-:B-
CP000864	F-	A-	B-	F-:A-:B-
CP000865	F-	A-	B-	F-:A-:B-
CP000871	F-	A-	B-	F-:A-:B-
CP000876	F-	A-	B-	F-:A-:B-
CP000877	F-	A-	B-	F-:A-:B-
CP000889	F-	A-	B-	F-:A-:B-
CP000892	F-	A-	B-	F-:A-:B-
CP000893	F-	A-	B-	F-:A-:B-
CP000894	F-	A-	B-	F-:A-:B-
CP000895	F-	A-	B-	F-:A-:B-
CP000900	F-	A-	B-	F-:A-:B-
CP000905	F-	A-	B-	F-:A-:B-
CP000906	F-	A-	B-	F-:A-:B-
CP000907	F-	A-	B-	F-:A-:B-
CP000914	F-	A-	B-	F-:A-:B-
CP000928	F-	A-	B-	F-:A-:B-
CP000929	F-	A-	B-	F-:A-:B-
CP000933	F-	A-	B-	F-:A-:B-
CP000935	F-	A-	B-	F-:A-:B-
CP000938	F-	A-	B-	F-:A-:B-
CP000940	F-	A-	B-	F-:A-:B-
CP000944	F-	A-	B-	F-:A-:B-
CP000945	F-	A-	B-	F-:A-:B-
CP000952	F-	A-	B-	F-:A-:B-
CP000953	F-	A-	B-	F-:A-:B-
CP000954	F-	A-	B-	F-:A-:B-
CP000955	F-	A-	B-	F-:A-:B-
CP000956	F-	A-	B-	F-:A-:B-
CP000957	F-	A-	B-	F-:A-:B-
CP000963	F-	A-	B-	F-:A-:B-
CP000965	F-	A-	B-	F-:A-:B-
CP000972	F-	A-	B-	F-:A-:B-
CP000973	F-	A-	B-	F-:A-:B-
CP000974	F-	A-	B-	F-:A-:B-
CP000978	F-	A-	B-	F-:A-:B-
CP000979	F-	A-	B-	F-:A-:B-
CP000982	F-	A-	B-	F-:A-:B-
CP000983	F-	A-	B-	F-:A-:B-
CP000984	F-	A-	B-	F-:A-:B-
CP000985	F-	A-	B-	F-:A-:B-
CP000987	F-	A-	B-	F-:A-:B-
CP000989	F-	A-	B-	F-:A-:B-
CP000990	F-	A-	B-	F-:A-:B-
CP000991	F-	A-	B-	F-:A-:B-
CP000992	F-	A-	B-	F-:A-:B-
CP000994	F-	A-	B-	F-:A-:B-
CP000995	F-	A-	B-	F-:A-:B-
CP000996	F-	A-	B-	F-:A-:B-
CP000997	F-	A-	B-	F-:A-:B-
CP000998	F-	A-	B-	F-:A-:B-
CP000999	F-	A-	B-	F-:A-:B-
CP001000	F-	A-	B-	F-:A-:B-
CP001003	F-	A-	B-	F-:A-:B-
CP001004	F-	A-	B-	F-:A-:B-
CP001005	F-	A-	B-	F-:A-:B-
CP001006	F-	A-	B-	F-:A-:B-
CP001007	F-	A-	B-	F-:A-:B-
CP001008	F-	A-	B-	F-:A-:B-
CP001009	F-	A-	B-	F-:A-:B-
CP001012	F-	A-	B-	F-:A-:B-
CP001017	F-	A-	B-	F-:A-:B-
CP001018	F-	A-	B-	F-:A-:B-
CP001021	F-	A-	B-	F-:A-:B-
CP001023	F-	A-	B-	F-:A-:B-
CP001024	F-	A-	B-	F-:A-:B-
CP001028	F-	A-	B-	F-:A-:B-
CP001030	F-	A-	B-	F-:A-:B-
CP001031	F-	A-	B-	F-:A-:B-
CP001035	F-	A-	B-	F-:A-:B-
CP001036	F-	A-	B-	F-:A-:B-
CP001038	F-	A-	B-	F-:A-:B-
CP001039	F-	A-	B-	F-:A-:B-
